SupplierID,SupplierName,RawMaterialBatchID,MaterialName,MaterialGrade,InitialQuantity,Unit,ReceiveDate,MachineID,MachineName,MachineType,LastMaintenanceDate,CustomerOrderID,CustomerName,OrderDate,ProductionOrderID,ComponentToProduce,QuantityToProduce,ScheduledStart,ScheduledEnd,Status,MaterialUsedBatchID,QuantityUsed,QualityCheckID,CheckTimestamp,Result,InspectorName
S-06,Global Metals,RM-0084,Titanium Sheet,Beta C,4460,kg,13-02-2024,M-101,P1-CNC Lathe 1,Lathe,28-12-2023 17:10,C-511,Customer 73,26-01-2024 12:39,P1_24_1084,Component C8,969,22-02-2024 23:26,23-02-2024 18:26,In Progress,,,,,,
S-03,CopperCo,RM-0085,Copper Bar,C145 Tellurium,3896,kg,25-11-2025,M-201,P2-Milling Machine 2,Mill,21-10-2025 18:05,C-511,Customer 72,04-11-2025 18:05,1085,Component X5,752,28-11-2025 10:25,29-11-2025 02:25,Scheduled,,,,,,
S-08,Precision Fasteners,RM-0086,Flange Nut,Serrated,4557,pcs,28-01-2023,M-101,P1-CNC Lathe 1,Lathe,14-12-2022 02:54,C-511,Customer 119,14-01-2023 20:53,P1-23-1086,Component H1,999,05-02-2023 23:14,06-02-2023 18:14,Completed,RM-0086,4001,QC-286,06-02-2023 17:15,Passed,Mary Williams
S-01,SteelCorp,RM-0087,Steel Sheet,Corten,1467,kg,27-07-2025,M-103,P1-Wire Drawer 1,Drawer,19-06-2025 00:03,C-511,Customer 55,06-07-2025 05:27,P1-25-1087,Component A9,268,01-08-2025 23:25,02-08-2025 11:25,Completed,RM-0087,838,QC-287,02-08-2025 10:39,Passed,Peter Jones
S-02,AluWorks,RM-0088,Aluminum Round Bar,2024-T351,3269,kg,18-04-2025,M-105,P1-Waterjet Cutter,Cutter,17-02-2025 20:23,C-511,Customer 94,16-04-2025 09:12,P1_25_1088,Component Z5,621,25-04-2025 11:34,26-04-2025 05:34,Scheduled,,,,,,
S-01,SteelCorp,RM-0089,Steel Plate,T-1,3483,kg,11-08-2024,M-104,P1-Stamping Press 1,Press,25-06-2024 11:39,C-512,Customer 145,16-07-2024 11:39,P1-24-1089,Component Q1,707,15-08-2024 01:14,15-08-2024 22:14,Completed,RM-0089,2864,QC-289,15-08-2024 21:21,Passed,Jane Smith
S-04,PlasticPro,RM-0090,PBT Resin,Unfilled,1622,KG,11-06-2024,M-103,P1-Wire Drawer 1,Drawer,29-04-2024 14:14,C-512,Customer 87,24-05-2024 22:52,P1-24-1090,Component K8,252,15-06-2024 11:43,16-06-2024 01:43,In Progress,,,,,,
S-06,Global Metals,RM-0091,Titanium Pipe,Seamless,1147,ft,21-01-2025,M-202,P2-Grinding Machine 5,Grinder,07-12-2024 15:45,C-512,Customer 50,09-01-2025 23:16,1091,Component Y5,213,28-01-2025 11:37,29-01-2025 01:37,Completed,RM-0091,664,QC-291,29-01-2025 00:44,Passed,John Doe
S-01,SteelCorp,RM-0092,Steel Sheet,Aluminized,2737,kg,14-02-2025,M-201,P2-Milling Machine 2,Mill,13-01-2025 10:59,C-512,Customer 51,23-01-2025 17:49,P2-25-1092,Component F3,501,17-02-2025 12:47,18-02-2025 01:47,Scheduled,,,,,,
S-06,Global Metals,RM-0093,Titanium Bar,6AL-2Sn-4Zr-2Mo,3148,kg,12-02-2024,M-101,P1-CNC Lathe 1,Lathe,17-12-2023 09:27,C-512,Customer 76,31-01-2024 09:27,P1-24-1093,Component R4,688,15-02-2024 10:25,16-02-2024 02:25,Completed,RM-0093,2228,QC-293,16-02-2024 01:39,Passed,Mary Williams
S-03,CopperCo,RM-0094,Copper Sheet,Beryllium Copper,1822,kg,18-04-2023,M-201,P2-Milling Machine 2,Mill,09-03-2023 03:22,C-512,Customer 97,13-04-2023 14:31,P2/23/1094,Component M4,286,23-04-2023 23:26,24-04-2023 16:26,Completed,RM-0094,1199,QC-294,24-04-2023 15:43,Passed,Peter Jones
S-08,Precision Fasteners,RM-0095,Wing Nut,Cold Forged,2166,pcs,24-09-2024,M-101,P1-CNC Lathe 1,Lathe,01-08-2024 01:14,C-512,Customer 62,02-09-2024 18:37,1095,Component N9,322,29-09-2024 11:34,30-09-2024 05:34,Scheduled,,,,,,
S-01,SteelCorp,RM-0096,Steel Channel,Ship & Car,3044,ft,14-01-2024,M-103,P1-Wire Drawer 1,Drawer,04-12-2023 03:32,C-513,Customer 53,25-12-2023 17:52,P1-24-1096,Component L3,491,21-01-2024 00:14,21-01-2024 16:14,Completed,RM-0096,1638,QC-296,21-01-2024 15:21,Passed,Jane Smith
S-02,AluWorks,RM-0097,Aluminum I-Beam,American Standard,4453,ft,25-11-2024,M-105,P1-Waterjet Cutter,Cutter,25-09-2024 07:12,C-513,Customer 74,09-11-2024 07:12,P1_24_1097,Component O7,911,03-12-2024 10:17,04-12-2024 01:17,Quoted,,,,,,
S-01,SteelCorp,RM-0098,Steel Sheet,Expanded Metal,1764,sq ft,17-05-2025,M-104,P1-Stamping Press 1,Press,24-03-2025 18:31,C-513,Customer 126,09-05-2025 17:34,P1-25-1098,Component E2,374,25-05-2025 11:43,26-05-2025 01:43,Completed,RM-0098,1114,QC-298,26-05-2025 00:44,Passed,John Doe
S-04,PlasticPro,RM-0099,Polycarbonate,UV Stabilized,2765,kg,23-03-2025,M-103,P1-Wire Drawer 1,Drawer,19-02-2025 19:51,C-513,Customer 111,03-03-2025 14:15,1099,Component G4,534,29-03-2025 01:11,29-03-2025 17:11,Scheduled,,,,,,
S-06,Global Metals,RM-0100,Titanium Coil,Grade 12,2420,kg,21-01-2023,M-202,P2-Grinding Machine 5,Grinder,06-12-2022 17:41,C-513,Customer 105,13-01-2023 13:00,P2-23-1100,Component T9,451,25-01-2023 11:34,26-01-2023 03:34,Completed,RM-0100,1656,QC-300,26-01-2023 02:44,Passed,Mary Williams
S-03,Precision Fasteners,RM-0030,ABS Filament,Grade 5,1622,meters,29-07-2025,M-101,P2-Milling Machine 2,Drawer,16-07-2024 01:14,C-511,Customer 105,03-06-2024 22:52,P2-23-1065,Component A1,443.8696276,28-01-2025 11:37,24-04-2024 16:14,Completed,RM-0078,,,05-02-2024 05:08,Passed,Peter Jones
S-08,AluWorks,RM-0064,Titanium Ingot,1018 Carbon,4699,kg,18-04-2024,M-103,P2-Grinding Machine 5,Cutter,28-12-2023 17:10,C-512,Customer 71,27-03-2024 21:04,P2-24-1082,Component R2,537.8550725,27-03-2025 02:11,27-03-2025 10:47,Cancelled,,,,28-01-2023 11:41,,John Doe
S-04,PlasticPro,RM-0033-C,Titanium Pipe,Natural,4711,kg,16-07-2024,M-103,P1-Wire Drawer 1,Grinder,19-12-2023 12:20,C-503,Customer 50,25-12-2023 17:52,P1-25-1045,Component Q6,298.8636242,21-04-2025 00:14,28-11-2025 17:53,In Progress,RM-0098,3308.619106,,,,marywilliams
S-06,Precision Fasteners,RM-0080,Steel Billet,Grade 5,1650,kg,17-05-2025,M-101,P1-Waterjet Cutter,Grinder,06/27/2024,C-510,Customer 98,10-29-2024 07:12,P1-24-1054,Component T5,123.6818642,01-08-2025 12:35,05-02-2024 06:02,Completed,RM-0043,4138.637582,,,,Peter Jones
S-01,SteelCorp,RM-0049,Aluminum Plate,Grade 4,4511,kg,25-11-2024,M-104,P1-CNC Lathe 1,Cutter,10-01-2024,C-502,Customer 135,25-12-2023 17:52,P1_24_1062,Component Y1,757.0678156,04-12-2024 02:04,26-01-2023 03:34,Cancelled,,415.9224252,,25-07-2024 16:21,Passed,John Doe
S-06,Alu Works,RM-0026,Polypropylene,Cast Tooling,2853,kg,13-02-2024,M-101,P1-Waterjet Cutter,Grinder,11-08-2024 11:15,C-502,Customer 122,25-12-2023 17:52,P1-25-1036,Component X1,473.4984541,01-08-2025 23:25,17-08-2024 01:43,In Progress,RM-0015,2240.316,QC-275,22-05-2025 19:35,,Jane Smith
S-06,Global Metals,RM-0081,Aluminum Extrusion,Alloy Steel,1931,m,13-02-2024,M-201,P1-Wire Drawer 1,Mill,12-02-2024 17:58,C-503,Customer 51,11-09-2024 07:12,1046,Component P8,198.4252757,18-05-2024 10:25,19-02-2024 09:28,Rework Complete,,2274.230519,,02-02-2024 04:44,Passed,Mary Williams
S-04,SteelCorp,RM-0043,Steel Sheet Pile,Grade 9,1134,KG,13-05-2024,M-103,P2-Grinding Machine 5,Welder,29-04-2024 14:14,C-510,Customer 90,13-11-2024 13:22,1099,Component K1,501.3670086,05-08-2025 01:24,29-01-2025 15:44,Completed,,,,28-01-2023 11:41,Passed,marywilliams
S-01,Global Metals,RM-0070,Acetal Copolymer,M10,4046,kg,10-03-2025,M-202,P1-Waterjet Cutter,Press,07-12-2023 10:27,C-510,Customer 121,13-11-2024 13:22,P2-24-1047,Component C2,182.6622413,16-08-2024 11:43,30-10-2025 08:34,Completed,RM-0035,1659.161918,QC-252,25-07-2024 16:21,,Jane Smith
S-06,SteelCorp,RM-0006-B,Titanium Scrap,Grade 5,2166,ft,10-03-2025,M-103,P1-Wire Drawer 1,Grinder,20-01-2024 18:22,C-502,Customer 131,11-08-2023 13:50,P2-24-1038,Component L3,284.1011034,05-08-2025 01:24,18-02-2025 10:52,Quoted,,,QC-219,,Passed,
S-01,SteelCorp,RM-0091,Rivet Blank,CP Grade 2,4283,ft,12-02-2024,M-202,P2-Milling Machine 2,Grinder,07-12-2024 15:45,C-507,Customer 138,25-12-2023 17:52,P2/23/1094,Component Y8,90.03398149,15-08-2024 01:14,30-10-2025 08:34,Rework Required,RM-0089,2792.14096,QC-286,21-02-2024 01:21,Passed,
S-08,CopperCo,RM-0036,Titanium Round Bar,Natural,3777,kg,23-03-2025,M-202,P1-Wire Drawer 1,Drawer,06-12-2022 17:41,C-507,Customer 64,01-03-2025 05:44,P2-24-1082,Component B6,686.440173,31-07-2025 02:18,23-07-2024 04:23,Completed,RM-0083,2123.989655,QC-283,,Passed,
S-06,CopperCo,RM-0080,Titanium Tube,SS-316,3148,kg,14-02-2025,M-105,P1-Waterjet Cutter,Grinder,07-12-2024 15:45,C-506,Customer 58,25-06-2024 04:41,P2-25-1011,Component O3,872.4085855,01-08-2025 23:25,28-01-2023 12:40,Completed,,,QC-251,,,Mary Williams
S-04,SteelCorp,RM-0016,Titanium Tube,SS-304,2127,pcs,12-02-2024,M-202,P1-Waterjet Cutter,Lathe,04-12-2023 03:32,C-511,Customer 142,25-06-2024 04:41,P1_25_1017,Component U6,303.5165183,22-04-2024 09:27,23-03-2025 05:34,Completed,RM-0069,997.6373374,,20-03-2024 18:21,Passed,ETP = Electrolytic Tough Pitch
S-03,Precision Fasteners,RM-0076,Aluminum Extrusion,Grade 2,2896,pcs,13-05-2024,M-101,P1-Wire Drawer 1,Press,17-02-2025 19:51,C-505,Customer 117,02-09-2024 18:37,P1-25-1007,Component X4,807.0586091,05-02-2023 06:18,25-05-2025 04:28,Completed,,,QC-267,01-10-2025 15:21,,
S-03,SteelCorp,RM-0096,Aluminum Plate,Cold Finished,3269,m,11-06-2024,M-103,P2-Grinding Machine 5,Drawer,13-01-2025 10:59,C-508,Customer 76,26-01-2024 12:39,P1-25-1004,Component W6,506.1410315,29-03-2025 08:23,24-04-2024 16:14,In Progress,,,QC-216,29-09-2024 16:51,,John Doe
S-01,CopperCo,RM-0037,Titanium Bar,0.05mm,4025,kg,17-05-2025,M-201,P1-CNC Lathe 1,Lathe,03-08-2025 11:15,C-500,Customer 77,06-07-2025 05:27,1091,Component C9,85.61270404,21-04-2025 00:14,25-05-2025 08:24,Completed,RM-0037,,,31-07-2025 23:22,Passed,John Doe
S-01,PlasticPro,RM-0064,Titanium Bar,T6 Temper,2385,ft,25-11-2024,M-101,P2-Milling Machine 2,Lathe,09-03-2023 03:22,C-507,Customer 135,25-04-2025 17:34,P1_24_1097,Component K3,486.585066,22-02-2024 23:26,23-02-2024 18:26,Completed,,,,24-05-2025 07:29,,
S-03,Precision Fasteners,RM-0071,Socket Cap Screw,Grade 4,3101,kg,13-05-2024,M-101,P2-Milling Machine 2,Lathe,16-12-2022 02:54,C-507,Customer 72,14-01-2023 20:53,P1_24_1049,Component R4,521.8950442,02-10-2024 01:21,25-05-2025 04:28,Completed,,1017.049307,QC-259,,,
S-08,Precision Fasteners,RM-0095,Titanium Ingot,AMS 4911,1526,m,25-11-2024,M-101,P1-CNC Lathe 1,Grinder,04-12-2023 03:32,C-505,Customer 105,02-09-2024 18:37,P2-24-1038,Component W8,291.2061874,17-01-2024 01:14,26-04-2025 05:34,In Progress,RM-0040,1164.356673,,04-12-2024 15:43,Passed,
S-01,PlasticPro Inc.,RM-0005,Aluminum Coil,C145 Tellurium,3257,ft,25-11-2024,M-104,P1-Stamping Press 1,Drawer,29-04-2024 14:14,C-513,Customer 85,20-04-2024 23:05,1050,Component Y4,342.2353905,20-04-2025 23:18,23-03-2025 05:34,Cancelled,,,QC-271,16-01-2024 12:21,,Mary Williams
S-06,Precision Fasteners,RM-0067,Steel Flat Bar,1045,3257,kg,17-05-2025,M-101,P1-CNC Lathe 1,Lathe,19-12-2023 12:20,C-511,Customer 103,27-03-2024 21:04,P2-25-1092,Component R8,82.94096227,21-01-2024 14:52,05-10-2025 08:15,Completed,,,,14-06-2024 16:21,,Jane Smith
S-06,AluWorks,RM-0029,Steel Flat Bar,6061 Alloy,1603,KG,25-11-2024,M-103,P1-Stamping Press 1,Grinder,19-02-2025 19:51,C-507,Customer 85,02-09-2024 18:37,P2-25-1092,Component C9,521.5820694,18-02-2024 10:17,06-12-2024 05:06,Scheduled,RM-0065,,,,Passed,
S-01,SteelCorp,RM-0047,Titanium Plate,Grade 8 Steel,1781,pcs,27-07-2025,M-104,P2-Milling Machine 2,Press,09-03-2023 03:22,C-505,Customer 101,09-05-2025 17:34,P1-25-1027,Component I6,735.1608315,15-02-2024 10:25,22-02-2024 00:11,Scheduled,RM-0051,3353.769299,,,Passed,Mary Williams
S-04,PlasticPro,RM-0093,Steel Sheet,Grade 2,1837,kg,25-10-2025,M-103,P2-Milling Machine 2,Lathe,09-10-2025 23:25,C-511,Customer 134,26-01-2024 12:39,1085,Component D3,380.9321851,21-01-2024 14:52,29-09-2024 17:44,Scheduled,,688.9101859,QC-286,,Passed,
S-01,CopperCo,RM-0031,Aluminum Angle,Cold Forged,4046,kg,13-05-2024,M-101,P2-Milling Machine 2,Press,19-02-2025 19:51,C-507,Customer 59,25-06-2024 04:41,P1_24_1040,Component Y5,990.2822169,18-05-2024 10:25,26-04-2025 05:34,Quoted,RM-0091,1823.316482,QC-247,06-02-2023 17:15,,Mary Williams
S-01,Precision Fasteners,RM-0021,Titanium Powder,T-1,4460,kg,17-05-2025,M-202,P1-Stamping Press 1,Drawer,06-12-2022 17:41,C-512,Customer 51,13-04-2023 14:31,P1-25-1008,Component Z7,273.1623869,22-04-2024 09:27,02-10-2024 12:14,Rework Required,,1152.10338,QC-278,,Passed,
S-04,Steel Corp,RM-0005,Aluminum Coil,CP-Ti,4025,KG,10-03-2025,M-104,P2-Milling Machine 2,Lathe,21-10-2025 18:05,C-503,Customer 121,13-04-2023 14:31,P1-24-1018,Component H1,274.6758546,20-05-2025 02:14,05-02-2023 23:18,Scheduled,RM-0061,,QC-248,,,Peter Jones
S-03,Global Metals,RM-0002,Steel Tube,AR400,4951,kg,12-03-2024,M-103,P2-Grinding Machine 5,Lathe,06/27/2024,C-509,Customer 55,19-01-2024 12:39,1073,Component C8,824.0162926,04-12-2024 02:04,03-09-2023 12:05,Completed,,,QC-300,24-04-2024 15:31,,"{'reason': 'Design change', 'approved_by': 'peterjones'}"
S-01,PlasticPro,RM-0023,Steel I-Beam,Grade 5,4699,kg,20-01-2023,M-101,P1-CNC Lathe 1,Press,01-03-2024 17:42,C-502,Customer 140,27-03-2024 21:04,P1-24-1089,Component Y4,480.5342173,18-05-2025 01:21,29-11-2024 23:05,Scheduled,RM-0048,,QC-273,26-01-2023 02:44,Passed,John Doe
S-01,Global Metals,RM-0009,Steel Sheet,Aluminum,2186,pcs,11-06-2024,M-103,P2-Grinding Machine 5,Mill,02-12-2025,C-500,Customer 122,13-01-2023 13:00,P2/23/1003,Component A6,197.8638639,24-05-2025 13:28,18-01-2024 00:11,Completed,RM-0002,1955.442946,QC-252,21-01-2024 15:21,Passed,Peter Jones
S-02,SteelCorp,RM-0048,Polycarbonate,Mixed,1603,kg,18-04-2023,M-201,P2-Milling Machine 2,Lathe,19-12-2023 12:20,C-501,Customer 136,08-01-2023 17:35,P1-24-1089,Component S8,501.6844172,24-05-2025 13:28,20-07-2024 07:47,Completed,,1749.009149,,,,John Doe
S-02,Precision Fasteners,RM-0013,Hex Nut Blank,L-shape,1526,ft,24-09-2025,M-103,P2-Grinding Machine 5,Press,17-02-2025 20:23,C-500,Customer 87,06-07-2025 05:27,P2/23/1094,Component V3,672.0792137,21-02-2025 02:45,01-08-2025 00:11,Cancelled,RM-0045,,QC-227,26-01-2023 17:15,,Peter Jones
,Global Metals,RM-0003,Steel Sheet,Grade 5,3483,kg,21-01-2023,M-201,P1-Waterjet Cutter,Lathe,03/23/2025,C-511,Customer 85,09-11-2025 21:05,P1-24-1042,Component A6,490.4304451,25-04-2024 06:18,30-03-2025 00:23,Completed,,,QC-231,26-05-2025 00:44,,Jane Smith
S-01,SteelCorp,RM-0088,PETG Filament,C3x4.1,2166,KG,25-11-2024,P1-LATHE-01,P1-Waterjet Cutter,Press,01-04-2024 15:43,C-501,Customer 127,03-09-2024 10:49,P1-25-1045,Component E1,298.4545271,24-07-2024 23:23,01-08-2025 01:18,Completed,,,QC-237,,Passed,Peter Jones
S-01,Precision Fasteners,RM-0075,Steel Plate,Copolymer,3101,kg,13-05-2024,M-202,P1-Waterjet Cutter,Lathe,24-03-2025 18:31,C-502,Customer 50,09-05-2025 17:34,P1-23-1086,Component E1,702.8478703,18-08-2024 10:43,22-02-2024 00:11,Quoted,,2113.431093,,21-01-2024 15:21,Passed,
S-06,SteelCorp,RM-0050,Lock Washer,L-shape,3269,kg,14-01-2024,M-103,P2-Grinding Machine 5,Cutter,13-01-2025 10:59,C-500,Customer 56,13-01-2023 13:00,P1_25_1088,Component X5,389.7909156,03-12-2024 23:54,05-02-2024 06:02,Cancelled,RM-0020,3921.623524,,,,
S-06,Precision Fasteners,RM-0027,Aluminum I-Beam,A36,3122,kg,17-05-2025,M-201,P1-CNC Lathe 1,Drawer,24-03-2024 15:43,C-502,Customer 129,13-11-2024 13:22,1085,Component Q8,861.0499987,16-01-2024 00:23,04-12-2024 16:54,Completed,,2572.045547,QC-211,,,
S-06,SteelCorp,RM-0030,Polypropylene,Grade 5,3148,m,28-01-2024,M-201,P2-Grinding Machine 5,Lathe,01-03-2024 17:42,C-512,Customer 90,12-11-2024 14:06,P1-24-1034,Component C6,530.1496625,20-04-2025 23:18,25-05-2025 04:28,Completed,RM-0073,,QC-214,,,Jane Smith
S-03,PlasticPro,RM-0044,Polycarbonate Sheet,Rigid,1176,meters,21-01-2025,M-201,P1-Stamping Press 1,Mill,23-11-2023 04:32,C-507,Customer 116,12-11-2024 14:06,P1-24-1018,Component Y5,472.340873,03-12-2024 23:54,01-08-2025 22:17,Completed,,,,,,Mary Williams
S-01,Global Metals,RM-0042,Rivet Blank,3003-H14,4480,kg,13-05-2024,M-201,P2-Milling Machine 2,Mill,03-06-2024 07:11,C-506,Customer 69,10-01-2023 13:58,P1-24-1034,Component G8,429.0296336,29-09-2024 11:34,27-03-2025 16:11,Completed,RM-0002,,,05-02-2024 05:08,Passed,Jane Smith
S-03,SteelCorp,RM-0056,ABS Filament,C110,4480,kg,17-05-2025,M-101,P1-Waterjet Cutter,Press,02-09-2025,C-512,Customer 80,10-01-2023 13:58,P2-24-1012,Component V5,540.3411573,18-05-2024 10:25,19-02-2024 01:17,Completed,,,QC-234,,,John Doe
S-01,Global Metals,RM-0096,Copper Foil,ACR,4101,kg,21-01-2025,M-101,P2-Grinding Machine 5,Lathe,17-02-2025 20:23,C-511,Customer 78,14-01-2023 20:53,P1_24_1084,Component P8,537.9614638,21-02-2024 07:11,28-01-2023 12:40,In Progress,RM-0071,921.488239,,,,
S-06,Precision Fasteners,RM-0082,PVC Sheet,SS-304,2758,pcs,11-06-2024,M-103,P1-CNC Lathe 1,Drawer,20-11-2023 03:32,C-503,Customer 125,03-03-2025 14:15,P2-23-1065,Component X1,460.7633927,29-03-2025 08:23,16-06-2024 01:43,Scheduled,,,QC-276,01-10-2025 15:21,Passed,
S-01,SteelCorp,RM-0084,Titanium Foil,T6 Temper,2896,kg,20-01-2023,M-201,P1-Waterjet Cutter,Mill,12-02-2025 18:00,C-508,Customer 143,16-07-2024 11:39,P2-24-1083,Component V9,843.4933725,20-04-2025 23:14,24-04-2023 16:26,In Progress,,,QC-293,20-03-2024 18:21,Passed,
S-01,Precision Fasteners,RM-0008,PVC Sheet,C110,1931,kg,14-01-2024,M-201,P2-Milling Machine 2,Press,14-12-2022 02:54,C-500,Customer 63,14-01-2023 20:53,P1-25-1008,Component C9,571.8131264,18-06-2024 01:31,19-02-2024 01:17,Scheduled,,,QC-227,,,Peter Jones
S-01,Global Metals,RM-0018,PVC Sheet,Stainless 18-8,1779,kg,18-04-2025,M-105,P1-Wire Drawer 1,Mill,21-06-2025 00:03,C-510,Customer 116,16-04-2025 09:12,P2-25-1057,Component X4,297.005256,01-02-2024 11:34,22-05-2025 20:24,Completed,,,QC-215,,,
S-01,AluWorks,RM-0059,Steel Billet,SS-316,2420,kg,25-10-2025,M-201,P1-CNC Lathe 1,Cutter,11/18/2024,C-503,Customer 94,25-12-2023 17:52,P2-24-1047,Component N2,506.346302,29-01-2025 02:44,05-12-2024 02:04,Completed,,,,29-01-2025 14:52,Passed,Reworked:No
S-06,Precision Fasteners,RM-0019,Hex Nut Blank,Injection Grade,2166,kg,18-04-2024,M-101,P1-Wire Drawer 1,Mill,23-11-2023 04:32,C-511,Customer 77,09-04-2025 00:34,1095,Component J9,717.538274,18-05-2024 10:25,29-11-2024 23:05,Completed,RM-0009,834.1802033,QC-276,22-05-2025 19:35,,
S-04,CopperCo,RM-0081,Steel Sheet,Square,1779,kg,28-01-2023,M-105,P1-CNC Lathe 1,Drawer,17-02-2025 20:23,C-509,Customer 92,25-12-2023 17:52,P1_24_1044,Component E1,302.0185296,24-07-2024 23:23,05-02-2023 23:18,Completed,RM-0058,1228.477201,QC-231,19-02-2024 08:35,Passed,Peter Jones
S-01,Global Metals,RM-0049,Titanium Sheet,Mixed,"$1,031",m,21-01-2023,M-104,P2-Grinding Machine 5,Cutter,09/25/2024,C-508,Customer 89,13-04-2023 14:31,P1-25-1008,Component C5,85.1763376,18-05-2024 10:25,22-05-2025 20:24,Scheduled,RM-0067,1118.968939,,,Failed,
S-01,Copper Co.,RM-0017,Steel Plate,M10,3101,ft,12-03-2024,M-202,P2-Milling Machine 2,Drawer,20-11-2023 03:32,C-511,Customer 90,06-07-2025 05:27,P1-25-1080,Component V3,517.5197456,03-12-2024 23:54,05-12-2024 00:04,Quoted,RM-0061,,QC-282,28-01-2023 11:41,,
S-06,CopperCo,RM-0017,Steel Bar,Grade 4,2882,ft,12-02-2024,M-201,P2-Milling Machine 2,Drawer,17-02-2025 20:23,C-501,Customer 107,09-07-2025 23:44,1081,Component E1,954.4876587,01-08-2025 23:25,17-02-2024 19:00,Scheduled,RM-0023,2477.239963,QC-271,,Passed,Jane Smith
S-06,Global Metals,RM-0014,Aluminum Round Bar,6061 Alloy,3044,kg,13-05-2025,M-104,P1-Wire Drawer 1,Grinder,03-06-2024 12:20,C-508,Customer 144,02-19-2025 08:35,P1-23-1015,Component Z3,422.2050116,17-03-2024 07:23,20-03-2024 19:11,Completed,RM-0087,855.4214404,QC-293,29-01-2025 00:44,Passed,Peter Jones
S-06,Global Metals,RM-0015,Aluminum Sheet,C110 H02,1968,kg,11-08-2024,M-104,P2-Milling Machine 2,Cutter,15-12-2022 15:43,C-507,Customer 68,12-11-2024 14:06,P1-25-1036,Component O7,208.3322836,18-05-2025 01:21,19-05-2024 02:25,Completed,,,QC-235,,,
S-06,PlasticPro,RM-0071,Steel Sheet,Copolymer,"$1,031",kg,25-11-2025,M-201,P1-Stamping Press 1,Press,03-04-2025 18:31,C-503,Customer 61,19-12-2023 12:20,P1-25-1033,Component D7,80.82728844,18-06-2024 01:31,24-04-2024 16:14,Quoted,,1120.417843,,,,johndoe
S-06,Precision Fasteners,RM-0099,Steel Rod,0.05mm,4460,kg,11-08-2024,M-201,P1-CNC Lathe 1,Grinder,07-12-2023 10:27,C-500,Customer 60,09-05-2025 21:52,1032,Component V6,877.0788973,29-03-2025 08:23,30-10-2025 08:34,On Hold,,612.8182178,,,Passed,johndoe
S-06,SteelCorp,RM-0049,Titanium Mesh,Assorted,2956,KG,16-07-2024,M-101,P2-Stamping Press 1,Cutter,09-03-2023 03:22,C-512,Customer 78,13-04-2023 14:31,1046,Component X5,483.7803705,24-05-2025 08:24,01-02-2023 20:12,Completed,RM-0078,3206.89457,QC-215,28-01-2025 00:52,,John Doe
S-06,Global Metals,RM-0007,Titanium Pipe,SS-304,4601,pcs,12-03-2024,M-201,P1-CNC Lathe 1,Grinder,03-04-2025 18:31,C-508,Customer 118,03-03-2025 14:15,1028,Component W2,458.3009882,29-09-2024 02:44,05-02-2024 06:02,In Progress,RM-0023,,QC-251,,,
S-04,Copper Co.,RM-0017,Wing Nut,Pure Copper,4951,kg,11-06-2024,M-104,P2-Milling Machine 2,Lathe,04-12-2023 03:32,C-500,Customer 77,13-11-2024 13:22,P1_25_1017,Component V6,381.3839981,24-05-2025 08:24,02-08-2025 11:25,Scheduled,RM-0071,1123.513417,,21-07-2024 01:21,Passed,Jane Smith
S-01,SteelCorp,RM-0066,Aluminum Bar,AR400,1931,pcs,20-01-2023,M-201,P1-Wire Drawer 1,Lathe,04-12-2022 17:41,C-503,Customer 70,04-26-2024 10:29,P1-25-1072,Component W2,384.2408735,04-02-2024 13:02,18-03-2024 01:23,Rework Required,,1792.547175,QC-227,01-02-2023 19:15,,Peter Jones
S-01,PlasticPro,RM-0070,Titanium Sheet,Grade 2,1968,ft,17-05-2025,M-202,P1-Stamping Press 1,Lathe,29-04-2024 14:14,C-504,Customer 104,08-01-2024 09:44,P1_24_1040,Component B6,654.3985218,05-08-2025 01:24,23-02-2024 18:26,Completed,RM-0100,911.9867516,QC-202,,Passed,
S-01,AluWorks,RM-0081,PVC Sheet,Cold Forged,1551,kg,29-07-2025,M-201,P2-Milling Machine 2,Drawer,09-10-2025 23:25,C-500,Customer 149,03-06-2024 22:52,P2-25-1092,Component F7,303.8510255,28-01-2023 02:40,02-10-2024 14:21,Scheduled,RM-0007,891.9698602,,22-01-2024 07:59,Passed,Invalid date format
S-06,SteelCorp,RM-0077,Steel Sheet,WT5x6,1931,kg,21-01-2023,M-201,P1-Wire Drawer 1,Mill,12-04-2025 18:31,C-506,Customer 56,14-01-2023 20:53,P1_24_1006,Component K8,995.2176172,24-07-2024 23:23,30-03-2025 00:23,Quoted,,927.9432025,QC-265,,,Jane Smith
S-03,SteelCorp,RM-0075,Titanium Bar,6063-T5,1603,kg,12-03-2024,M-103,P2-Grinding Machine 5,Cutter,24-03-2025 18:31,C-505,Customer 75,02-09-2025 15:53,P1-25-1004,Component A6,70.06473701,25-04-2025 11:34,02-08-2025 01:35,Completed,,2434.098,QC-245,,,Mary Williams
S-04,AluWorks,RM-0074,Aluminum Round Bar,M10,2882,pcs,28-01-2023,M-201,P2-Milling Machine 2,Grinder,10-01-2024,C-507,Customer 97,11-09-2024 07:12,P2-23-1065,Component B2,277.0762142,26-01-2023 01:21,26-05-2025 01:43,Completed,,,,18-03-2024 00:39,Passed,John Doe
